movement_id,train_id,train_name,train_type,corridor_id,section_id,operating_date,scheduled_entry,scheduled_exit,priority,maximum_permissible_delay_minutes,synthetic_data
MOVE-000381,GDS-051,Gati Freight 051,Goods,COR-02,SEC-06,2026-09-07,2026-09-07T05:56:00,2026-09-07T06:15:00,4,30,True
MOVE-000382,EXP-052,Gati Express 052,Express,COR-02,SEC-06,2026-09-07,2026-09-07T10:31:00,2026-09-07T10:39:00,9,5,True
MOVE-000383,PAS-053,Jan Pragati Passenger 053,Passenger,COR-02,SEC-06,2026-09-07,2026-09-07T15:47:00,2026-09-07T16:00:00,7,10,True
MOVE-000384,SUB-054,Gati Suburban 054,Suburban,COR-02,SEC-06,2026-09-07,2026-09-07T18:36:00,2026-09-07T18:46:00,6,8,True
MOVE-000385,EXP-061,Gati Express 061,Express,COR-03,SEC-07,2026-09-07,2026-09-07T05:06:00,2026-09-07T05:15:00,9,5,True
MOVE-000386,PAS-062,Jan Pragati Passenger 062,Passenger,COR-03,SEC-07,2026-09-07,2026-09-07T10:54:00,2026-09-07T11:06:00,7,10,True
MOVE-000387,SUB-063,Gati Suburban 063,Suburban,COR-03,SEC-07,2026-09-07,2026-09-07T14:57:00,2026-09-07T15:14:00,6,8,True
MOVE-000388,GDS-064,Gati Freight 064,Goods,COR-03,SEC-07,2026-09-07,2026-09-07T18:42:00,2026-09-07T19:11:00,4,30,True
MOVE-000389,PAS-071,Jan Pragati Passenger 071,Passenger,COR-03,SEC-08,2026-09-07,2026-09-07T05:37:00,2026-09-07T05:57:00,7,10,True
MOVE-000390,SUB-072,Gati Suburban 072,Suburban,COR-03,SEC-08,2026-09-07,2026-09-07T10:06:00,2026-09-07T10:19:00,6,8,True
MOVE-000391,GDS-073,Gati Freight 073,Goods,COR-03,SEC-08,2026-09-07,2026-09-07T15:53:00,2026-09-07T16:18:00,4,30,True
MOVE-000392,EXP-074,Gati Express 074,Express,COR-03,SEC-08,2026-09-07,2026-09-07T19:35:00,2026-09-07T19:48:00,9,5,True
MOVE-000393,SUB-081,Gati Suburban 081,Suburban,COR-03,SEC-09,2026-09-07,2026-09-07T06:27:00,2026-09-07T06:37:00,6,8,True
MOVE-000394,GDS-082,Gati Freight 082,Goods,COR-03,SEC-09,2026-09-07,2026-09-07T10:46:00,2026-09-07T11:16:00,4,30,True
MOVE-000395,EXP-083,Gati Express 083,Express,COR-03,SEC-09,2026-09-07,2026-09-07T15:45:00,2026-09-07T16:01:00,9,5,True
MOVE-000396,PAS-084,Jan Pragati Passenger 084,Passenger,COR-03,SEC-09,2026-09-07,2026-09-07T20:22:00,2026-09-07T20:39:00,7,10,True
MOVE-000397,GDS-091,Gati Freight 091,Goods,COR-04,SEC-10,2026-09-07,2026-09-07T07:18:00,2026-09-07T07:38:00,4,30,True
MOVE-000398,EXP-092,Gati Express 092,Express,COR-04,SEC-10,2026-09-07,2026-09-07T10:31:00,2026-09-07T10:46:00,9,5,True
MOVE-000399,PAS-093,Jan Pragati Passenger 093,Passenger,COR-04,SEC-10,2026-09-07,2026-09-07T15:37:00,2026-09-07T15:54:00,7,10,True
MOVE-000400,SUB-094,Gati Suburban 094,Suburban,COR-04,SEC-10,2026-09-07,2026-09-07T20:56:00,2026-09-07T21:14:00,6,8,True
MOVE-000401,EXP-101,Gati Express 101,Express,COR-04,SEC-11,2026-09-07,2026-09-07T07:04:00,2026-09-07T07:17:00,9,5,True
MOVE-000402,PAS-102,Jan Pragati Passenger 102,Passenger,COR-04,SEC-11,2026-09-07,2026-09-07T10:25:00,2026-09-07T10:40:00,7,10,True
MOVE-000403,SUB-103,Gati Suburban 103,Suburban,COR-04,SEC-11,2026-09-07,2026-09-07T15:40:00,2026-09-07T15:51:00,6,8,True
MOVE-000404,GDS-104,Gati Freight 104,Goods,COR-04,SEC-11,2026-09-07,2026-09-07T21:00:00,2026-09-07T21:21:00,4,30,True
MOVE-000405,PAS-111,Jan Pragati Passenger 111,Passenger,COR-04,SEC-12,2026-09-07,2026-09-07T07:12:00,2026-09-07T07:29:00,7,10,True
MOVE-000406,SUB-112,Gati Suburban 112,Suburban,COR-04,SEC-12,2026-09-07,2026-09-07T10:52:00,2026-09-07T11:04:00,6,8,True
MOVE-000407,GDS-113,Gati Freight 113,Goods,COR-04,SEC-12,2026-09-07,2026-09-07T15:51:00,2026-09-07T16:09:00,4,30,True
MOVE-000408,EXP-114,Gati Express 114,Express,COR-04,SEC-12,2026-09-07,2026-09-07T18:04:00,2026-09-07T18:16:00,9,5,True
MOVE-000409,SUB-121,Gati Suburban 121,Suburban,COR-05,SEC-13,2026-09-07,2026-09-07T05:24:00,2026-09-07T05:35:00,6,8,True
MOVE-000410,GDS-122,Gati Freight 122,Goods,COR-05,SEC-13,2026-09-07,2026-09-07T11:25:00,2026-09-07T11:46:00,4,30,True
MOVE-000411,EXP-123,Gati Express 123,Express,COR-05,SEC-13,2026-09-07,2026-09-07T14:50:00,2026-09-07T15:05:00,9,5,True
MOVE-000412,PAS-124,Jan Pragati Passenger 124,Passenger,COR-05,SEC-13,2026-09-07,2026-09-07T19:51:00,2026-09-07T20:12:00,7,10,True
MOVE-000413,GDS-131,Gati Freight 131,Goods,COR-05,SEC-14,2026-09-07,2026-09-07T06:25:00,2026-09-07T06:44:00,4,30,True
MOVE-000414,EXP-132,Gati Express 132,Express,COR-05,SEC-14,2026-09-07,2026-09-07T10:19:00,2026-09-07T10:29:00,9,5,True
MOVE-000415,PAS-133,Jan Pragati Passenger 133,Passenger,COR-05,SEC-14,2026-09-07,2026-09-07T14:26:00,2026-09-07T14:47:00,7,10,True
MOVE-000416,SUB-134,Gati Suburban 134,Suburban,COR-05,SEC-14,2026-09-07,2026-09-07T19:23:00,2026-09-07T19:39:00,6,8,True
MOVE-000417,EXP-141,Gati Express 141,Express,COR-05,SEC-15,2026-09-07,2026-09-07T06:50:00,2026-09-07T06:58:00,9,5,True
MOVE-000418,PAS-142,Jan Pragati Passenger 142,Passenger,COR-05,SEC-15,2026-09-07,2026-09-07T10:19:00,2026-09-07T10:38:00,7,10,True
MOVE-000419,SUB-143,Gati Suburban 143,Suburban,COR-05,SEC-15,2026-09-07,2026-09-07T15:43:00,2026-09-07T16:00:00,6,8,True
MOVE-000420,GDS-144,Gati Freight 144,Goods,COR-05,SEC-15,2026-09-07,2026-09-07T18:28:00,2026-09-07T18:49:00,4,30,True
MOVE-000421,GDS-001,Gati Freight 001,Goods,COR-01,SEC-01,2026-09-08,2026-09-08T06:40:00,2026-09-08T07:03:00,4,30,True
MOVE-000422,EXP-002,Gati Express 002,Express,COR-01,SEC-01,2026-09-08,2026-09-08T10:57:00,2026-09-08T11:07:00,9,5,True
MOVE-000423,PAS-003,Jan Pragati Passenger 003,Passenger,COR-01,SEC-01,2026-09-08,2026-09-08T16:08:00,2026-09-08T16:25:00,7,10,True
MOVE-000424,SUB-004,Gati Suburban 004,Suburban,COR-01,SEC-01,2026-09-08,2026-09-08T19:07:00,2026-09-08T19:17:00,6,8,True
MOVE-000425,EXP-011,Gati Express 011,Express,COR-01,SEC-02,2026-09-08,2026-09-08T06:30:00,2026-09-08T06:39:00,9,5,True
MOVE-000426,PAS-012,Jan Pragati Passenger 012,Passenger,COR-01,SEC-02,2026-09-08,2026-09-08T09:47:00,2026-09-08T10:04:00,7,10,True
MOVE-000427,SUB-013,Gati Suburban 013,Suburban,COR-01,SEC-02,2026-09-08,2026-09-08T16:11:00,2026-09-08T16:22:00,6,8,True
MOVE-000428,GDS-014,Gati Freight 014,Goods,COR-01,SEC-02,2026-09-08,2026-09-08T19:51:00,2026-09-08T20:21:00,4,30,True
MOVE-000429,PAS-021,Jan Pragati Passenger 021,Passenger,COR-01,SEC-03,2026-09-08,2026-09-08T06:41:00,2026-09-08T06:58:00,7,10,True
MOVE-000430,SUB-022,Gati Suburban 022,Suburban,COR-01,SEC-03,2026-09-08,2026-09-08T09:32:00,2026-09-08T09:45:00,6,8,True
MOVE-000431,GDS-023,Gati Freight 023,Goods,COR-01,SEC-03,2026-09-08,2026-09-08T16:01:00,2026-09-08T16:21:00,4,30,True
MOVE-000432,EXP-024,Gati Express 024,Express,COR-01,SEC-03,2026-09-08,2026-09-08T20:05:00,2026-09-08T20:13:00,9,5,True
MOVE-000433,SUB-031,Gati Suburban 031,Suburban,COR-02,SEC-04,2026-09-08,2026-09-08T07:22:00,2026-09-08T07:40:00,6,8,True
MOVE-000434,GDS-032,Gati Freight 032,Goods,COR-02,SEC-04,2026-09-08,2026-09-08T09:11:00,2026-09-08T09:31:00,4,30,True
MOVE-000435,EXP-033,Gati Express 033,Express,COR-02,SEC-04,2026-09-08,2026-09-08T15:09:00,2026-09-08T15:23:00,9,5,True
MOVE-000436,PAS-034,Jan Pragati Passenger 034,Passenger,COR-02,SEC-04,2026-09-08,2026-09-08T19:25:00,2026-09-08T19:43:00,7,10,True
MOVE-000437,GDS-041,Gati Freight 041,Goods,COR-02,SEC-05,2026-09-08,2026-09-08T06:37:00,2026-09-08T07:00:00,4,30,True
MOVE-000438,EXP-042,Gati Express 042,Express,COR-02,SEC-05,2026-09-08,2026-09-08T09:43:00,2026-09-08T09:57:00,9,5,True
MOVE-000439,PAS-043,Jan Pragati Passenger 043,Passenger,COR-02,SEC-05,2026-09-08,2026-09-08T16:04:00,2026-09-08T16:17:00,7,10,True
MOVE-000440,SUB-044,Gati Suburban 044,Suburban,COR-02,SEC-05,2026-09-08,2026-09-08T20:30:00,2026-09-08T20:42:00,6,8,True
MOVE-000441,EXP-051,Gati Express 051,Express,COR-02,SEC-06,2026-09-08,2026-09-08T06:28:00,2026-09-08T06:38:00,9,5,True
MOVE-000442,PAS-052,Jan Pragati Passenger 052,Passenger,COR-02,SEC-06,2026-09-08,2026-09-08T09:05:00,2026-09-08T09:18:00,7,10,True
MOVE-000443,SUB-053,Gati Suburban 053,Suburban,COR-02,SEC-06,2026-09-08,2026-09-08T15:11:00,2026-09-08T15:25:00,6,8,True
MOVE-000444,GDS-054,Gati Freight 054,Goods,COR-02,SEC-06,2026-09-08,2026-09-08T19:11:00,2026-09-08T19:38:00,4,30,True
MOVE-000445,PAS-061,Jan Pragati Passenger 061,Passenger,COR-03,SEC-07,2026-09-08,2026-09-08T06:27:00,2026-09-08T06:46:00,7,10,True
MOVE-000446,SUB-062,Gati Suburban 062,Suburban,COR-03,SEC-07,2026-09-08,2026-09-08T09:05:00,2026-09-08T09:19:00,6,8,True
MOVE-000447,GDS-063,Gati Freight 063,Goods,COR-03,SEC-07,2026-09-08,2026-09-08T14:06:00,2026-09-08T14:32:00,4,30,True
MOVE-000448,EXP-064,Gati Express 064,Express,COR-03,SEC-07,2026-09-08,2026-09-08T19:02:00,2026-09-08T19:18:00,9,5,True
MOVE-000449,SUB-071,Gati Suburban 071,Suburban,COR-03,SEC-08,2026-09-08,2026-09-08T06:20:00,2026-09-08T06:33:00,6,8,True
MOVE-000450,GDS-072,Gati Freight 072,Goods,COR-03,SEC-08,2026-09-08,2026-09-08T09:57:00,2026-09-08T10:18:00,4,30,True
MOVE-000451,EXP-073,Gati Express 073,Express,COR-03,SEC-08,2026-09-08,2026-09-08T14:40:00,2026-09-08T14:50:00,9,5,True
MOVE-000452,PAS-074,Jan Pragati Passenger 074,Passenger,COR-03,SEC-08,2026-09-08,2026-09-08T21:19:00,2026-09-08T21:41:00,7,10,True
MOVE-000453,GDS-081,Gati Freight 081,Goods,COR-03,SEC-09,2026-09-08,2026-09-08T05:53:00,2026-09-08T06:15:00,4,30,True
MOVE-000454,EXP-082,Gati Express 082,Express,COR-03,SEC-09,2026-09-08,2026-09-08T10:10:00,2026-09-08T10:20:00,9,5,True
MOVE-000455,PAS-083,Jan Pragati Passenger 083,Passenger,COR-03,SEC-09,2026-09-08,2026-09-08T14:40:00,2026-09-08T14:53:00,7,10,True
MOVE-000456,SUB-084,Gati Suburban 084,Suburban,COR-03,SEC-09,2026-09-08,2026-09-08T20:05:00,2026-09-08T20:16:00,6,8,True
MOVE-000457,EXP-091,Gati Express 091,Express,COR-04,SEC-10,2026-09-08,2026-09-08T06:22:00,2026-09-08T06:30:00,9,5,True
MOVE-000458,PAS-092,Jan Pragati Passenger 092,Passenger,COR-04,SEC-10,2026-09-08,2026-09-08T11:00:00,2026-09-08T11:13:00,7,10,True
MOVE-000459,SUB-093,Gati Suburban 093,Suburban,COR-04,SEC-10,2026-09-08,2026-09-08T14:58:00,2026-09-08T15:16:00,6,8,True
MOVE-000460,GDS-094,Gati Freight 094,Goods,COR-04,SEC-10,2026-09-08,2026-09-08T21:18:00,2026-09-08T21:37:00,4,30,True
MOVE-000461,PAS-101,Jan Pragati Passenger 101,Passenger,COR-04,SEC-11,2026-09-08,2026-09-08T07:17:00,2026-09-08T07:35:00,7,10,True
MOVE-000462,SUB-102,Gati Suburban 102,Suburban,COR-04,SEC-11,2026-09-08,2026-09-08T11:22:00,2026-09-08T11:35:00,6,8,True
MOVE-000463,GDS-103,Gati Freight 103,Goods,COR-04,SEC-11,2026-09-08,2026-09-08T15:53:00,2026-09-08T16:15:00,4,30,True
MOVE-000464,EXP-104,Gati Express 104,Express,COR-04,SEC-11,2026-09-08,2026-09-08T18:32:00,2026-09-08T18:40:00,9,5,True
MOVE-000465,SUB-111,Gati Suburban 111,Suburban,COR-04,SEC-12,2026-09-08,2026-09-08T05:23:00,2026-09-08T05:39:00,6,8,True
MOVE-000466,GDS-112,Gati Freight 112,Goods,COR-04,SEC-12,2026-09-08,2026-09-08T10:05:00,2026-09-08T10:25:00,4,30,True
MOVE-000467,EXP-113,Gati Express 113,Express,COR-04,SEC-12,2026-09-08,2026-09-08T15:09:00,2026-09-08T15:17:00,9,5,True
MOVE-000468,PAS-114,Jan Pragati Passenger 114,Passenger,COR-04,SEC-12,2026-09-08,2026-09-08T19:37:00,2026-09-08T19:54:00,7,10,True
MOVE-000469,GDS-121,Gati Freight 121,Goods,COR-05,SEC-13,2026-09-08,2026-09-08T05:09:00,2026-09-08T05:34:00,4,30,True
MOVE-000470,EXP-122,Gati Express 122,Express,COR-05,SEC-13,2026-09-08,2026-09-08T09:09:00,2026-09-08T09:21:00,9,5,True
MOVE-000471,PAS-123,Jan Pragati Passenger 123,Passenger,COR-05,SEC-13,2026-09-08,2026-09-08T14:01:00,2026-09-08T14:23:00,7,10,True
MOVE-000472,SUB-124,Gati Suburban 124,Suburban,COR-05,SEC-13,2026-09-08,2026-09-08T19:23:00,2026-09-08T19:40:00,6,8,True
MOVE-000473,EXP-131,Gati Express 131,Express,COR-05,SEC-14,2026-09-08,2026-09-08T06:20:00,2026-09-08T06:36:00,9,5,True
MOVE-000474,PAS-132,Jan Pragati Passenger 132,Passenger,COR-05,SEC-14,2026-09-08,2026-09-08T10:16:00,2026-09-08T10:35:00,7,10,True
MOVE-000475,SUB-133,Gati Suburban 133,Suburban,COR-05,SEC-14,2026-09-08,2026-09-08T15:12:00,2026-09-08T15:22:00,6,8,True
MOVE-000476,GDS-134,Gati Freight 134,Goods,COR-05,SEC-14,2026-09-08,2026-09-08T21:05:00,2026-09-08T21:28:00,4,30,True
MOVE-000477,PAS-141,Jan Pragati Passenger 141,Passenger,COR-05,SEC-15,2026-09-08,2026-09-08T05:57:00,2026-09-08T06:17:00,7,10,True
MOVE-000478,SUB-142,Gati Suburban 142,Suburban,COR-05,SEC-15,2026-09-08,2026-09-08T09:37:00,2026-09-08T09:51:00,6,8,True
MOVE-000479,GDS-143,Gati Freight 143,Goods,COR-05,SEC-15,2026-09-08,2026-09-08T15:46:00,2026-09-08T16:11:00,4,30,True
MOVE-000480,EXP-144,Gati Express 144,Express,COR-05,SEC-15,2026-09-08,2026-09-08T19:58:00,2026-09-08T20:11:00,9,5,True
MOVE-000481,EXP-001,Gati Express 001,Express,COR-01,SEC-01,2026-09-09,2026-09-09T06:32:00,2026-09-09T06:42:00,9,5,True
MOVE-000482,PAS-002,Jan Pragati Passenger 002,Passenger,COR-01,SEC-01,2026-09-09,2026-09-09T10:24:00,2026-09-09T10:42:00,7,10,True
MOVE-000483,SUB-003,Gati Suburban 003,Suburban,COR-01,SEC-01,2026-09-09,2026-09-09T15:32:00,2026-09-09T15:45:00,6,8,True
MOVE-000484,GDS-004,Gati Freight 004,Goods,COR-01,SEC-01,2026-09-09,2026-09-09T18:21:00,2026-09-09T18:41:00,4,30,True
MOVE-000485,PAS-011,Jan Pragati Passenger 011,Passenger,COR-01,SEC-02,2026-09-09,2026-09-09T05:49:00,2026-09-09T06:06:00,7,10,True
MOVE-000486,SUB-012,Gati Suburban 012,Suburban,COR-01,SEC-02,2026-09-09,2026-09-09T09:54:00,2026-09-09T10:11:00,6,8,True
MOVE-000487,GDS-013,Gati Freight 013,Goods,COR-01,SEC-02,2026-09-09,2026-09-09T15:27:00,2026-09-09T15:46:00,4,30,True
MOVE-000488,EXP-014,Gati Express 014,Express,COR-01,SEC-02,2026-09-09,2026-09-09T20:42:00,2026-09-09T20:50:00,9,5,True
MOVE-000489,SUB-021,Gati Suburban 021,Suburban,COR-01,SEC-03,2026-09-09,2026-09-09T06:34:00,2026-09-09T06:50:00,6,8,True
MOVE-000490,GDS-022,Gati Freight 022,Goods,COR-01,SEC-03,2026-09-09,2026-09-09T11:09:00,2026-09-09T11:38:00,4,30,True
MOVE-000491,EXP-023,Gati Express 023,Express,COR-01,SEC-03,2026-09-09,2026-09-09T15:46:00,2026-09-09T16:00:00,9,5,True
MOVE-000492,PAS-024,Jan Pragati Passenger 024,Passenger,COR-01,SEC-03,2026-09-09,2026-09-09T19:31:00,2026-09-09T19:51:00,7,10,True
MOVE-000493,GDS-031,Gati Freight 031,Goods,COR-02,SEC-04,2026-09-09,2026-09-09T05:47:00,2026-09-09T06:15:00,4,30,True
MOVE-000494,EXP-032,Gati Express 032,Express,COR-02,SEC-04,2026-09-09,2026-09-09T09:40:00,2026-09-09T09:54:00,9,5,True
MOVE-000495,PAS-033,Jan Pragati Passenger 033,Passenger,COR-02,SEC-04,2026-09-09,2026-09-09T14:51:00,2026-09-09T15:11:00,7,10,True
MOVE-000496,SUB-034,Gati Suburban 034,Suburban,COR-02,SEC-04,2026-09-09,2026-09-09T19:43:00,2026-09-09T19:59:00,6,8,True
MOVE-000497,EXP-041,Gati Express 041,Express,COR-02,SEC-05,2026-09-09,2026-09-09T05:26:00,2026-09-09T05:41:00,9,5,True
MOVE-000498,PAS-042,Jan Pragati Passenger 042,Passenger,COR-02,SEC-05,2026-09-09,2026-09-09T10:14:00,2026-09-09T10:36:00,7,10,True
MOVE-000499,SUB-043,Gati Suburban 043,Suburban,COR-02,SEC-05,2026-09-09,2026-09-09T15:06:00,2026-09-09T15:19:00,6,8,True
MOVE-000500,GDS-044,Gati Freight 044,Goods,COR-02,SEC-05,2026-09-09,2026-09-09T20:53:00,2026-09-09T21:20:00,4,30,True
MOVE-000501,PAS-051,Jan Pragati Passenger 051,Passenger,COR-02,SEC-06,2026-09-09,2026-09-09T05:47:00,2026-09-09T06:06:00,7,10,True
MOVE-000502,SUB-052,Gati Suburban 052,Suburban,COR-02,SEC-06,2026-09-09,2026-09-09T09:22:00,2026-09-09T09:37:00,6,8,True
MOVE-000503,GDS-053,Gati Freight 053,Goods,COR-02,SEC-06,2026-09-09,2026-09-09T14:39:00,2026-09-09T15:04:00,4,30,True
MOVE-000504,EXP-054,Gati Express 054,Express,COR-02,SEC-06,2026-09-09,2026-09-09T20:05:00,2026-09-09T20:14:00,9,5,True
MOVE-000505,SUB-061,Gati Suburban 061,Suburban,COR-03,SEC-07,2026-09-09,2026-09-09T05:34:00,2026-09-09T05:48:00,6,8,True
MOVE-000506,GDS-062,Gati Freight 062,Goods,COR-03,SEC-07,2026-09-09,2026-09-09T09:59:00,2026-09-09T10:21:00,4,30,True
MOVE-000507,EXP-063,Gati Express 063,Express,COR-03,SEC-07,2026-09-09,2026-09-09T14:07:00,2026-09-09T14:19:00,9,5,True
MOVE-000508,PAS-064,Jan Pragati Passenger 064,Passenger,COR-03,SEC-07,2026-09-09,2026-09-09T18:18:00,2026-09-09T18:30:00,7,10,True
MOVE-000509,GDS-071,Gati Freight 071,Goods,COR-03,SEC-08,2026-09-09,2026-09-09T05:18:00,2026-09-09T05:41:00,4,30,True
MOVE-000510,EXP-072,Gati Express 072,Express,COR-03,SEC-08,2026-09-09,2026-09-09T10:38:00,2026-09-09T10:46:00,9,5,True
MOVE-000511,PAS-073,Jan Pragati Passenger 073,Passenger,COR-03,SEC-08,2026-09-09,2026-09-09T14:48:00,2026-09-09T15:09:00,7,10,True
MOVE-000512,SUB-074,Gati Suburban 074,Suburban,COR-03,SEC-08,2026-09-09,2026-09-09T20:15:00,2026-09-09T20:31:00,6,8,True
MOVE-000513,EXP-081,Gati Express 081,Express,COR-03,SEC-09,2026-09-09,2026-09-09T06:35:00,2026-09-09T06:44:00,9,5,True
MOVE-000514,PAS-082,Jan Pragati Passenger 082,Passenger,COR-03,SEC-09,2026-09-09,2026-09-09T10:20:00,2026-09-09T10:33:00,7,10,True
MOVE-000515,SUB-083,Gati Suburban 083,Suburban,COR-03,SEC-09,2026-09-09,2026-09-09T15:18:00,2026-09-09T15:36:00,6,8,True
MOVE-000516,GDS-084,Gati Freight 084,Goods,COR-03,SEC-09,2026-09-09,2026-09-09T20:14:00,2026-09-09T20:42:00,4,30,True
MOVE-000517,PAS-091,Jan Pragati Passenger 091,Passenger,COR-04,SEC-10,2026-09-09,2026-09-09T06:43:00,2026-09-09T06:58:00,7,10,True
MOVE-000518,SUB-092,Gati Suburban 092,Suburban,COR-04,SEC-10,2026-09-09,2026-09-09T10:02:00,2026-09-09T10:16:00,6,8,True
MOVE-000519,GDS-093,Gati Freight 093,Goods,COR-04,SEC-10,2026-09-09,2026-09-09T14:43:00,2026-09-09T15:11:00,4,30,True
MOVE-000520,EXP-094,Gati Express 094,Express,COR-04,SEC-10,2026-09-09,2026-09-09T20:50:00,2026-09-09T21:04:00,9,5,True
MOVE-000521,SUB-101,Gati Suburban 101,Suburban,COR-04,SEC-11,2026-09-09,2026-09-09T05:11:00,2026-09-09T05:27:00,6,8,True
MOVE-000522,GDS-102,Gati Freight 102,Goods,COR-04,SEC-11,2026-09-09,2026-09-09T10:45:00,2026-09-09T11:07:00,4,30,True
MOVE-000523,EXP-103,Gati Express 103,Express,COR-04,SEC-11,2026-09-09,2026-09-09T15:57:00,2026-09-09T16:09:00,9,5,True
MOVE-000524,PAS-104,Jan Pragati Passenger 104,Passenger,COR-04,SEC-11,2026-09-09,2026-09-09T18:14:00,2026-09-09T18:34:00,7,10,True
MOVE-000525,GDS-111,Gati Freight 111,Goods,COR-04,SEC-12,2026-09-09,2026-09-09T07:05:00,2026-09-09T07:34:00,4,30,True
MOVE-000526,EXP-112,Gati Express 112,Express,COR-04,SEC-12,2026-09-09,2026-09-09T09:13:00,2026-09-09T09:22:00,9,5,True
MOVE-000527,PAS-113,Jan Pragati Passenger 113,Passenger,COR-04,SEC-12,2026-09-09,2026-09-09T14:53:00,2026-09-09T15:08:00,7,10,True
MOVE-000528,SUB-114,Gati Suburban 114,Suburban,COR-04,SEC-12,2026-09-09,2026-09-09T20:43:00,2026-09-09T20:53:00,6,8,True
MOVE-000529,EXP-121,Gati Express 121,Express,COR-05,SEC-13,2026-09-09,2026-09-09T07:03:00,2026-09-09T07:12:00,9,5,True
MOVE-000530,PAS-122,Jan Pragati Passenger 122,Passenger,COR-05,SEC-13,2026-09-09,2026-09-09T09:02:00,2026-09-09T09:24:00,7,10,True
MOVE-000531,SUB-123,Gati Suburban 123,Suburban,COR-05,SEC-13,2026-09-09,2026-09-09T15:08:00,2026-09-09T15:24:00,6,8,True
MOVE-000532,GDS-124,Gati Freight 124,Goods,COR-05,SEC-13,2026-09-09,2026-09-09T18:40:00,2026-09-09T19:08:00,4,30,True
MOVE-000533,PAS-131,Jan Pragati Passenger 131,Passenger,COR-05,SEC-14,2026-09-09,2026-09-09T06:40:00,2026-09-09T06:56:00,7,10,True
MOVE-000534,SUB-132,Gati Suburban 132,Suburban,COR-05,SEC-14,2026-09-09,2026-09-09T10:36:00,2026-09-09T10:48:00,6,8,True
MOVE-000535,GDS-133,Gati Freight 133,Goods,COR-05,SEC-14,2026-09-09,2026-09-09T15:52:00,2026-09-09T16:18:00,4,30,True
MOVE-000536,EXP-134,Gati Express 134,Express,COR-05,SEC-14,2026-09-09,2026-09-09T19:50:00,2026-09-09T19:58:00,9,5,True
MOVE-000537,SUB-141,Gati Suburban 141,Suburban,COR-05,SEC-15,2026-09-09,2026-09-09T05:11:00,2026-09-09T05:28:00,6,8,True
MOVE-000538,GDS-142,Gati Freight 142,Goods,COR-05,SEC-15,2026-09-09,2026-09-09T10:20:00,2026-09-09T10:43:00,4,30,True
MOVE-000539,EXP-143,Gati Express 143,Express,COR-05,SEC-15,2026-09-09,2026-09-09T14:35:00,2026-09-09T14:51:00,9,5,True
MOVE-000540,PAS-144,Jan Pragati Passenger 144,Passenger,COR-05,SEC-15,2026-09-09,2026-09-09T20:39:00,2026-09-09T21:00:00,7,10,True
MOVE-000541,PAS-001,Jan Pragati Passenger 001,Passenger,COR-01,SEC-01,2026-09-10,2026-09-10T06:03:00,2026-09-10T06:19:00,7,10,True
MOVE-000542,SUB-002,Gati Suburban 002,Suburban,COR-01,SEC-01,2026-09-10,2026-09-10T09:15:00,2026-09-10T09:32:00,6,8,True
MOVE-000543,GDS-003,Gati Freight 003,Goods,COR-01,SEC-01,2026-09-10,2026-09-10T16:02:00,2026-09-10T16:20:00,4,30,True
MOVE-000544,EXP-004,Gati Express 004,Express,COR-01,SEC-01,2026-09-10,2026-09-10T20:28:00,2026-09-10T20:38:00,9,5,True
MOVE-000545,SUB-011,Gati Suburban 011,Suburban,COR-01,SEC-02,2026-09-10,2026-09-10T07:20:00,2026-09-10T07:31:00,6,8,True
MOVE-000546,GDS-012,Gati Freight 012,Goods,COR-01,SEC-02,2026-09-10,2026-09-10T10:54:00,2026-09-10T11:23:00,4,30,True
MOVE-000547,EXP-013,Gati Express 013,Express,COR-01,SEC-02,2026-09-10,2026-09-10T15:40:00,2026-09-10T15:53:00,9,5,True
MOVE-000548,PAS-014,Jan Pragati Passenger 014,Passenger,COR-01,SEC-02,2026-09-10,2026-09-10T18:16:00,2026-09-10T18:38:00,7,10,True
MOVE-000549,GDS-021,Gati Freight 021,Goods,COR-01,SEC-03,2026-09-10,2026-09-10T05:56:00,2026-09-10T06:20:00,4,30,True
MOVE-000550,EXP-022,Gati Express 022,Express,COR-01,SEC-03,2026-09-10,2026-09-10T11:05:00,2026-09-10T11:13:00,9,5,True
MOVE-000551,PAS-023,Jan Pragati Passenger 023,Passenger,COR-01,SEC-03,2026-09-10,2026-09-10T16:09:00,2026-09-10T16:30:00,7,10,True
MOVE-000552,SUB-024,Gati Suburban 024,Suburban,COR-01,SEC-03,2026-09-10,2026-09-10T18:03:00,2026-09-10T18:18:00,6,8,True
MOVE-000553,EXP-031,Gati Express 031,Express,COR-02,SEC-04,2026-09-10,2026-09-10T06:22:00,2026-09-10T06:33:00,9,5,True
MOVE-000554,PAS-032,Jan Pragati Passenger 032,Passenger,COR-02,SEC-04,2026-09-10,2026-09-10T11:25:00,2026-09-10T11:44:00,7,10,True
MOVE-000555,SUB-033,Gati Suburban 033,Suburban,COR-02,SEC-04,2026-09-10,2026-09-10T14:32:00,2026-09-10T14:47:00,6,8,True
MOVE-000556,GDS-034,Gati Freight 034,Goods,COR-02,SEC-04,2026-09-10,2026-09-10T20:25:00,2026-09-10T20:45:00,4,30,True
MOVE-000557,PAS-041,Jan Pragati Passenger 041,Passenger,COR-02,SEC-05,2026-09-10,2026-09-10T07:01:00,2026-09-10T07:21:00,7,10,True
